OTU,domain,dconf,phylum,pconf,class,cconf,order,oconf,family,fconf,genus,gconf
Otu385,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Anaerotruncus,1.0000
Otu386,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,1.0000,Eggerthellales,1.0000,Eggerthellaceae,1.0000,Eggerthella,1.0000
Otu387,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Enterocloster,1.0000
Otu388,Bacteria,1.0000,Firmicutes,0.7000,Erysipelotrichia,0.6200,Erysipelotrichales,0.6200,Erysipelotrichaceae,0.6200,Holdemania,0.5300
Otu390,Bacteria,1.0000,Firmicutes,0.7000,Clostridia,0.4600,Clostridiales,0.4600,Erysipelotrichaceae,0.1600,Spiroplasma,0.1100
Otu389,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Anaerotignum,1.0000
Otu394,Bacteria,1.0000,Firmicutes,0.9700,Clostridia,0.9600,Clostridiales,0.9600,Lachnospiraceae,0.3400,Anaerosolibacter,0.1300
Otu391,Bacteria,1.0000,Firmicutes,0.8200,Clostridia,0.8100,Clostridiales,0.7600,Clostridiaceae_1,0.2200,Caloramator,0.1800
Otu392,Bacteria,1.0000,Firmicutes,0.9800,Clostridia,0.9700,Clostridiales,0.9700,Ruminococcaceae,0.9100,Ruminiclostridium,0.2900
Otu393,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.7900,Mediterraneibacter,0.2200
Otu395,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Peptoniphilaceae,1.0000,Peptoniphilus,1.0000
Otu397,Bacteria,1.0000,Fusobacteria,1.0000,Fusobacteriia,1.0000,Fusobacteriales,1.0000,Fusobacteriaceae,1.0000,Fusobacterium,1.0000
Otu396,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Ruminiclostridium,0.5800
Otu398,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9700,Sporobacter,0.3500
Otu399,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Clostridiaceae_1,0.2600,Defluviitalea,0.2400
Otu400,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Negativibacillus,1.0000
Otu401,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.4500,Anaerosolibacter,0.2100
Otu404,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Anaerofilum,0.4800
Otu402,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Colidextribacter,1.0000
Otu403,Bacteria,1.0000,Firmicutes,1.0000,Erysipelotrichia,1.0000,Erysipelotrichales,1.0000,Erysipelotrichaceae,1.0000,Turicibacter,1.0000
Otu405,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Blautia,0.3200
Otu406,Bacteria,1.0000,Proteobacteria,1.0000,Gammaproteobacteria,1.0000,Pasteurellales,1.0000,Pasteurellaceae,1.0000,Haemophilus,0.7900
Otu407,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9800,Clostridiales,0.9800,Ruminococcaceae,0.9800,Anaerofilum,0.2800
Otu409,Bacteria,1.0000,Lentisphaerae,0.4900,Lentisphaeria,0.3200,Victivallales,0.3200,Victivallaceae,0.3200,Victivallis,0.3200
Otu408,Bacteria,1.0000,Firmicutes,0.9800,Clostridia,0.9800,Clostridiales,0.9800,Ruminococcaceae,0.9700,Anaeromassilibacillus,0.4500
Otu410,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9200,Ethanoligenens,0.4500
Otu411,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Blautia,0.2300
Otu412,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9100,Ruminococcus,0.3200
Otu413,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.8900,Sporobacter,0.2000
Otu414,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Bacillales,1.0000,Paenibacillaceae_1,1.0000,Cohnella,1.0000
Otu415,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Lawsonibacter,0.4200
Otu416,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Enterocloster,1.0000
Otu417,Bacteria,1.0000,Firmicutes,0.9100,Clostridia,0.8700,Clostridiales,0.8700,Peptostreptococcaceae,0.2200,Desulfofarcimen,0.1800
Otu418,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Flintibacter,0.3300
Otu419,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Streptococcaceae,1.0000,Lactococcus,1.0000
Otu421,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Negativibacillus,0.9400
Otu420,Bacteria,1.0000,Firmicutes,0.9700,Clostridia,0.9500,Clostridiales,0.9400,Peptococcaceae_1,0.5100,Peptococcus,0.4800
Otu423,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Blautia,0.7100
Otu422,Bacteria,1.0000,Proteobacteria,1.0000,Betaproteobacteria,1.0000,Burkholderiales,1.0000,Oxalobacteraceae,1.0000,Oxalobacter,0.8500
Otu425,Bacteria,1.0000,Firmicutes,0.4900,Mollicutes,0.3100,Clostridiales,0.2400,Erysipelotrichaceae,0.1600,Mesoplasma,0.0900
Otu426,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,1.0000,Eggerthellales,1.0000,Eggerthellaceae,1.0000,Gordonibacter,1.0000
Otu424,Bacteria,1.0000,Firmicutes,0.9000,Clostridia,0.8100,Clostridiales,0.7900,Clostridiaceae_1,0.3600,Clostridium_sensu_stricto,0.3600
Otu427,Bacteria,1.0000,Firmicutes,0.9000,Clostridia,0.6700,Clostridiales,0.6200,Peptococcaceae_2,0.3400,Desulfotomaculum,0.1500
Otu428,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9600,Clostridiales,0.9600,Clostridiaceae_2,0.2800,Alkaliphilus,0.2700
Otu429,Bacteria,1.0000,Actinobacteria,0.9200,Coriobacteriia,0.9200,Eggerthellales,0.8900,Eggerthellaceae,0.8900,Raoultibacter,0.8700
Otu432,Bacteria,1.0000,Lentisphaerae,1.0000,Lentisphaeria,1.0000,Victivallales,1.0000,Victivallaceae,1.0000,Victivallis,1.0000
Otu430,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Anaerotignum,1.0000
Otu431,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9900,Butyricicoccus,0.8400
Otu433,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,1.0000,Eggerthellales,1.0000,Eggerthellaceae,1.0000,Raoultibacter,1.0000
Otu434,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Flintibacter,0.9800
Otu435,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9200,Clostridiales,0.8400,Gracilibacteraceae,0.2200,Gracilibacter,0.1300
Otu436,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Paludicola,0.7900
Otu437,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9400,Clostridiales,0.9300,Clostridiaceae_2,0.2500,Alkaliphilus,0.2500
Otu438,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,1.0000,Eggerthellales,0.9900,Eggerthellaceae,0.9900,Adlercreutzia,0.9100
Otu439,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,1.0000,Eggerthellales,1.0000,Eggerthellaceae,1.0000,Slackia,1.0000
Otu440,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Monoglobus,0.5400
Otu441,Bacteria,1.0000,Tenericutes,0.4700,Mollicutes,0.4700,Entomoplasmatales,0.4300,Spiroplasmataceae,0.3700,Spiroplasma,0.3700
Otu442,Bacteria,1.0000,Firmicutes,0.9800,Clostridia,0.7900,Clostridiales,0.7600,Eubacteriaceae,0.2600,Alkalibacter,0.2300
Otu443,Bacteria,1.0000,Firmicutes,0.6600,Clostridia,0.6600,Clostridiales,0.6600,Lachnospiraceae,0.6600,Clostridium_XlVa,0.5300
Otu444,Bacteria,1.0000,Actinobacteria,0.4200,Actinobacteria,0.4000,Mycobacteriales,0.1800,Nocardiaceae,0.1800,Rhodococcus,0.1700
Otu446,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9800,Dorea,0.1900
Otu445,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Papillibacter,0.8400
Otu447,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Bacillales,1.0000,Bacillales_Incertae_Sedis_XI,1.0000,Gemella,1.0000
Otu448,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Pseudoflavonifractor,0.6500
Otu449,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Phocea,1.0000
Otu450,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Propionibacteriales,1.0000,Propionibacteriaceae,1.0000,Cutibacterium,1.0000
Otu452,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9800,Sporobacter,0.6200
Otu453,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Anaerotruncus,0.9700
Otu451,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Bacillales,1.0000,Paenibacillaceae_1,1.0000,Brevibacillus,1.0000
Otu454,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Christensenellaceae,1.0000,Beduinibacterium,1.0000
Otu456,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Enterocloster,0.6900
Otu455,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Actinomycetales,1.0000,Actinomycetaceae,1.0000,Actinomyces,1.0000
Otu457,Bacteria,1.0000,Firmicutes,0.8800,Clostridia,0.5600,Clostridiales,0.4500,Eubacteriaceae,0.1300,Alkalibacter,0.1000
Otu458,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9600,Papillibacter,0.3800
Otu459,Bacteria,1.0000,Firmicutes,0.6900,Clostridia,0.4900,Clostridiales,0.4900,Erysipelotrichaceae,0.2000,Acholeplasma,0.1500
Otu460,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9700,Sporobacter,0.4600
Otu461,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9500,Clostridium_XlVb,0.9300
Otu462,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Fournierella,0.9200
Otu463,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Clostridium_IV,0.5600
Otu464,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Harryflintia,0.4300
Otu466,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Enterocloster,0.3300
Otu465,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9800,Clostridiales,0.9800,Clostridiaceae_1,0.5600,Caloramator,0.2200
Otu467,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Blautia,0.3200
Otu469,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9200,Butyrivibrio,0.3100
Otu468,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9700,Flintibacter,0.5100
Otu470,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Phocea,0.5500
Otu473,Bacteria,1.0000,Firmicutes,0.7300,Clostridia,0.4600,Clostridiales,0.4600,Erysipelotrichaceae,0.1700,Spiroplasma,0.1300
Otu471,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9900,Butyricicoccus,0.8600
Otu472,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9800,Ruminococcus2,0.1900
Otu474,Bacteria,1.0000,Firmicutes,0.9700,Bacilli,0.6900,Bacillales,0.6900,Paenibacillaceae_1,0.2400,Paenibacillus,0.1900
Otu475,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Anaerotruncus,0.6500
Otu476,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Anaerotruncus,1.0000
Otu479,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Paludicola,0.6800
Otu478,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Intestinimonas,1.0000
Otu477,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.6500,Clostridiales,0.5800,Eubacteriaceae,0.1800,Alkalibacter,0.1600
Otu480,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Blautia,0.3400
Otu482,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Clostridium_IV,0.2500
Otu481,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Flavonifractor,0.3500
Otu483,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Bacillales,1.0000,Paenibacillaceae_1,1.0000,Brevibacillus,1.0000
Otu484,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Lacrimispora,0.3300
Otu485,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9100,Hespellia,0.2000
Otu487,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Clostridium_IV,0.3900
Otu488,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Flintibacter,0.8700
Otu486,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Clostridiaceae_1,0.6200,Clostridium_sensu_stricto,0.3200
Otu489,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Flintibacter,0.9500
Otu490,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Merdimonas,0.4300
Otu491,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Streptococcaceae,1.0000,Streptococcus,1.0000
Otu492,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9200,Papillibacter,0.4400
Otu493,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Micrococcales,1.0000,Micrococcaceae,0.9700,Rothia,0.9300
Otu494,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Blautia,0.3400
Otu498,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Prevotellaceae,1.0000,Prevotella,1.0000
Otu496,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Acutalibacter,0.5400
Otu497,Bacteria,1.0000,Firmicutes,0.7500,Clostridia,0.7200,Clostridiales,0.7000,Ruminococcaceae,0.4600,Clostridium_IV,0.2500
Otu495,Bacteria,1.0000,Firmicutes,0.8900,Clostridia,0.8600,Clostridiales,0.8500,Clostridiaceae_1,0.2900,Caloramator,0.2800
Otu499,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Papillibacter,0.4200
Otu500,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.8600,Clostridium_IV,0.2400
Otu501,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.8400,Ruminococcus,0.3800
Otu502,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Micrococcales,1.0000,Micrococcaceae,0.9700,Rothia,0.9400
Otu503,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9600,Ruminococcus2,0.2900
Otu504,Bacteria,1.0000,Firmicutes,0.9700,Clostridia,0.7200,Clostridiales,0.6900,Eubacteriaceae,0.2700,Alkalibacter,0.2200
Otu505,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Anaerotruncus,0.8400
Otu506,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Lawsonibacter,0.7600
Otu508,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,1.0000,Eggerthellales,0.9900,Eggerthellaceae,0.9900,Adlercreutzia,0.9100
Otu507,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9600,Papillibacter,0.2600
Otu509,Bacteria,1.0000,Firmicutes,0.9700,Clostridia,0.9700,Clostridiales,0.8600,Ruminococcaceae,0.7000,Intestinimonas,0.5200
Otu511,Bacteria,1.0000,Firmicutes,0.4200,Mollicutes,0.3600,Entomoplasmatales,0.2700,Spiroplasmataceae,0.2400,Spiroplasma,0.2400
Otu510,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Neglecta,0.6400
Otu512,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Roseburia,0.5800
Otu513,Bacteria,1.0000,Firmicutes,0.8900,Bacilli,0.5000,Bacillales,0.5000,Thermoactinomycetaceae_1,0.3300,Melghirimyces,0.2300
Otu514,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Harryflintia,1.0000
Otu515,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Peptostreptococcaceae,0.5900,Eubacterium,0.4100
Otu516,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Neglecta,0.4500
Otu518,Bacteria,1.0000,Proteobacteria,1.0000,Betaproteobacteria,1.0000,Neisseriales,1.0000,Neisseriaceae,1.0000,Neisseria,1.0000
Otu517,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Lachnospiraceae,0.7500,Anaerosporobacter,0.3800
Otu519,Bacteria,1.0000,Firmicutes,1.0000,Erysipelotrichia,1.0000,Erysipelotrichales,1.0000,Erysipelotrichaceae,1.0000,Longicatena,0.5500
Otu520,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.8500,Anaerotignum,0.8100
Otu521,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Catabacteriaceae,1.0000,Catabacter,1.0000
Otu523,Bacteria,1.0000,Firmicutes,0.4800,Mollicutes,0.3700,Acholeplasmatales,0.3200,Acholeplasmataceae,0.3200,Acholeplasma,0.3200
Otu522,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Actinomycetales,1.0000,Actinomycetaceae,1.0000,Actinomyces,1.0000
Otu524,Bacteria,1.0000,Firmicutes,0.9100,Clostridia,0.8400,Clostridiales,0.8200,Ruminococcaceae,0.3800,Clostridium_IV,0.1100
Otu525,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Dysosmobacter,0.8800
Otu526,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9500,Mordavella,0.2600
Otu528,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Clostridium_IV,0.9600
Otu527,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Pseudoflavonifractor,0.5600
Otu529,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Phocea,0.3500
Otu531,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Fournierella,0.9900
Otu530,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Pseudoflavonifractor,0.9700
Otu534,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Porphyromonadaceae,1.0000,Porphyromonas,1.0000
Otu532,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9100,Monoglobus,0.7400
Otu533,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Lactobacillaceae,1.0000,Latilactobacillus,0.9700
Otu535,Bacteria,1.0000,Firmicutes,0.6600,Clostridia,0.5700,Clostridiales,0.5700,Acholeplasmataceae,0.2200,Acholeplasma,0.2200
Otu536,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Papillibacter,0.2800
Otu537,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Papillibacter,0.5200
Otu538,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Lawsonibacter,0.4300
Otu539,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9300,Roseburia,0.4200
Otu540,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9700,Agathobaculum,0.9400
Otu541,Bacteria,1.0000,Firmicutes,0.8500,Clostridia,0.8400,Clostridiales,0.7900,Ruminococcaceae,0.5400,Intestinimonas,0.1900
Otu542,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9900,Clostridium_IV,0.4800
Otu543,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Clostridium_IV,0.5200
Otu544,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Anaerofilum,0.7900
Otu547,Bacteria,1.0000,Fusobacteria,1.0000,Fusobacteriia,1.0000,Fusobacteriales,1.0000,Fusobacteriaceae,1.0000,Fusobacterium,1.0000
Otu545,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,0.9900,Ruminococcaceae,0.9500,Papillibacter,0.4200
Otu546,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Dysosmobacter,0.9900
Otu548,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Dysosmobacter,0.9300
Otu549,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,1.0000,Eggerthellales,0.9800,Eggerthellaceae,0.9800,Adlercreutzia,0.8900
Otu550,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Anaerosporobacter,0.5200
Otu551,Bacteria,1.0000,Firmicutes,0.9800,Clostridia,0.9700,Clostridiales,0.9700,Ruminococcaceae,0.9400,Sporobacter,0.4900
Otu552,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Actinomycetales,1.0000,Actinomycetaceae,1.0000,Actinomyces,1.0000
Otu553,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Mycobacteriales,1.0000,Corynebacteriaceae,1.0000,Corynebacterium,1.0000
Otu554,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Enterocloster,0.8900
Otu556,Bacteria,1.0000,Campilobacterota,1.0000,Campylobacteria,1.0000,Campylobacterales,1.0000,Campylobacteraceae,1.0000,Campylobacter,1.0000
Otu557,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Prevotellaceae,1.0000,Prevotella,1.0000
Otu555,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Hydrogenoanaerobacterium,0.8600
Otu559,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Merdimonas,0.6100
